ID ANSSI,Titre ANSSI,Type,Date de publication,Lien ANSSI,CVE,Description,Score CVSS,Gravité CVSS,Type CWE,CWE Description,Score EPSS,Éditeur,Produit,Versions affectées
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sa8155_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sa8155,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sa8155p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sa8155p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sa8195p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sa8195p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd_8_gen1_5g_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sm8475,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd205_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd205,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd210_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd210,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd429_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd429,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd439_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd439,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd625_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd625,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd626_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd626,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd660_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd660,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd835_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd835,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd845_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd845,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd865_5g_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd865_5g,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd870_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sd870,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdm429w_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdm429w,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdx55m_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdx55m,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdxr1_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdxr1,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdxr2_5g_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sdxr2_5g,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sw5100_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sw5100,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sw5100p_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,sw5100p,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9326_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9326,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9335_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9335,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9340_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9340,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9341_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9341,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9370_firmware,-
,Multiples vulnérabilités dans les produits Android,Avis,Non spécifiée,https://www.cert.ssi.gouv.fr/avis/None/,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,8.2,HIGH,CWE-787,CWE-787,0.0008,qualcomm,wcd9370,-
